;Unnamed: 0;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
6917;6917;femenino;comercio;variedades;popular;2;1.0;5/06/2018;6000000.0;microempresarial
6918;6918;masculino;servicio;comidas rapidas;santo domingo savio ;1;1.0;10/11/2017;5000000.0;microempresarial
6919;6919;masculino;comercio;fabrica de;santo domingo savio ;1;1.0;13/07/2018;7800000.0;microempresarial
6921;6921;masculino;comercio;distribuidora de;manrique central no. 1;1;4.0;6/07/2018;800000.0;microempresarial
6922;6922;masculino;industria;fabrica de;villatina;1;8.0;16/10/2018;7800000.0;microempresarial
6923;6923;femenino;comercio;tienda;manrique oriental;2;4.0;19/02/2019;6000000.0;microempresarial
6924;6924;masculino;comercio;carniceria;playon de los ;2;2.0;3/05/2018;7800000.0;microempresarial
6925;6925;femenino;comercio;almacen de ropa en;robledo;2;7.0;19/02/2018;5000000.0;microempresarial
6926;6926;femenino;industria;fabrica de;la milagrosa;3;9.0;2/02/2017;7377000.0;microempresarial
6927;6927;femenino;comercio;tienda;san javier no.1;2;13.0;5/12/2017;4000000.0;microempresarial
6928;6928;masculino;servicio;tienda;campo valdes no. 1;2;4.0;15/08/2017;5500000.0;microempresarial
6929;6929;femenino;comercio;almacen de ropa en;buenos aires;3;9.0;5/04/2019;8200000.0;microempresarial
6930;6930;femenino;comercio;restaurante;trinidad;1;15.0;29/10/2018;6000000.0;microempresarial
6931;6931;masculino;comercio;variedades;robledo;2;7.0;8/08/2017;2000000.0;microempresarial
6932;6932;femenino;comercio;productos de belleza;cabecera san cristobal;2;60.0;5/06/2018;1300000.0;microempresarial
6933;6933;femenino;comercio;restaurante;andalucia;2;2.0;8/11/2017;7370000.0;microempresarial
6934;6934;femenino;industria;fabrica de;doce de octubre no.1;2;6.0;12/04/2018;7500000.0;microempresarial
6935;6935;femenino;industria;comidas rapidas;la esperanza;1;6.0;9/02/2018;3050000.0;microempresarial
6936;6936;masculino;servicio;publicidad y;barrio caicedo;2;9.0;18/05/2017;7200000.0;microempresarial
6937;6937;femenino;industria;fabrica de;buenos aires;2;9.0;3/04/2017;7377000.0;microempresarial
6938;6938;femenino;comercio;variedades;manrique central no. 1;3;4.0;28/12/2018;7000000.0;microempresarial
6939;6939;femenino;industria;fabrica de;cabecera san antonio ;2;80.0;21/10/2016;6500000.0;microempresarial
6940;6940;femenino;servicio;peluqueria;la floresta;3;12.0;5/07/2018;7800000.0;microempresarial
6941;6941;femenino;comercio;fabrica de;moravia;2;4.0;31/01/2017;2000000.0;microempresarial
6943;6943;masculino;comercio;comidas rapidas;popular;2;1.0;29/11/2018;2200000.0;microempresarial
6944;6944;masculino;comercio;fabrica de repuestos;villa hermosa;3;8.0;23/01/2018;7812000.0;microempresarial
6945;6945;femenino;comercio;almacen de ropa en;robledo;3;7.0;7/06/2016;4000000.0;microempresarial
6946;6946;femenino;comercio;tienda;popular;2;1.0;18/08/2017;7370000.0;microempresarial
6947;6947;masculino;comercio;variedades;santa cruz;1;16.0;18/05/2017;6000000.0;microempresarial
6948;6948;masculino;comercio;fabrica de;cabecera san cristobal;2;60.0;4/10/2016;6800000.0;microempresarial
6949;6949;femenino;industria;fabrica de;betania;2;13.0;28/05/2018;7800000.0;microempresarial
6951;6951;masculino;industria;fabrica de;doce de octubre no.1;2;6.0;6/03/2019;2000000.0;microempresarial
6952;6952;femenino;comercio;variedades;popular;1;1.0;16/04/2018;3000000.0;microempresarial
6953;6953;femenino;comercio;almacen de ropa en;robledo;2;7.0;12/02/2018;7000000.0;microempresarial
6954;6954;femenino;servicio;barberia;la milagrosa;3;9.0;4/08/2016;5000000.0;microempresarial
6955;6955;masculino;servicio;fabrica de arepas;girardot;3;5.0;6/04/2017;7300000.0;microempresarial
6956;6956;masculino;comercio;venta de calzado;centro admtivo;3;10.0;21/12/2017;7000000.0;microempresarial
6957;6957;masculino;servicio;mantenimiento en;buenos aires;3;9.0;23/01/2018;7800000.0;microempresarial
6958;6958;femenino;servicio;comidas rapidas;san javier no.1;1;13.0;29/01/2018;5000000.0;microempresarial
6959;6959;femenino;comercio;almacen de ropa en;san javier no.1;1;13.0;31/05/2017;7377000.0;microempresarial
6960;6960;femenino;comercio;panaderia;boyaca;3;5.0;21/09/2017;7300000.0;microempresarial
6961;6961;femenino;comercio;peluqueria;santa cruz;1;4.0;26/11/2018;7000000.0;microempresarial
6962;6962;femenino;comercio;variedades;carpinelo;1;1.0;8/03/2016;6444000.0;microempresarial
6964;6964;femenino;comercio;variedades;robledo;2;7.0;23/08/2016;1500000.0;microempresarial
6965;6965;femenino;comercio;variedades;robledo;3;7.0;3/10/2018;7839700.0;juridica y cap.semilla
6966;6966;masculino;industria;fabrica de;enciso;2;8.0;16/02/2018;7000000.0;microempresarial
6967;6967;femenino;servicio;peluqueria;la loma;2;60.0;30/04/2018;6000000.0;microempresarial
6968;6968;femenino;comercio;variedades;girardot;3;5.0;18/06/2018;4000000.0;microempresarial
6969;6969;masculino;comercio;bares;barrio caicedo;2;9.0;30/01/2018;7800000.0;microempresarial
6970;6970;femenino;comercio;variedades;san javier no.1;2;13.0;27/04/2018;1500000.0;microempresarial
6971;6971;masculino;comercio;comidas rapidas;el vergel;2;80.0;16/07/2018;4500000.0;microempresarial
6972;6972;femenino;comercio;variedades;robledo;1;7.0;18/10/2017;7377000.0;microempresarial
6973;6973;femenino;comercio;almacen de ropa en;robledo;3;7.0;14/12/2017;5000000.0;microempresarial
6974;6974;femenino;comercio;legumbreria;enciso;3;8.0;10/11/2016;6890000.0;microempresarial
6975;6975;femenino;servicio;papeleria;andalucia;2;2.0;4/05/2017;7370000.0;microempresarial
6976;6976;femenino;comercio;tienda;villatina;2;8.0;1/11/2018;6000000.0;microempresarial
6977;6977;femenino;comercio;restaurante;juan xxiii la quiebra;2;13.0;9/02/2018;6000000.0;microempresarial
6978;6978;masculino;industria;variedades;castilla;3;5.0;7/05/2018;7800000.0;microempresarial
6979;6979;masculino;comercio;fabrica de calzado;kennedy;2;6.0;18/06/2019;4500000.0;microempresarial
6980;6980;femenino;comercio;variedades;santa cruz;2;2.0;29/12/2016;6890000.0;microempresarial
6981;6981;femenino;industria;fabrica de;granizal;1;1.0;24/01/2018;7800000.0;microempresarial
6982;6982;femenino;comercio;papeleria;el salvador;3;9.0;30/03/2017;1500000.0;microempresarial
6983;6983;femenino;comercio;comidas rapidas;cabecera san cristobal;1;60.0;4/05/2017;7000000.0;microempresarial
6984;6984;femenino;comercio;tienda;moravia;2;4.0;22/04/2019;8281000.0;microempresarial
6985;6985;femenino;industria;fabrica de;robledo;1;7.0;11/05/2018;4000000.0;microempresarial
6986;6986;femenino;servicio;peluqueria;enciso;2;6.0;6/05/2016;6890000.0;microempresarial
6987;6987;femenino;servicio;variedades;manrique central no. 2;3;3.0;3/10/2018;7000000.0;microempresarial
6988;6988;femenino;comercio;almacen de ropa en;aranjuez;3;4.0;26/02/2016;6890000.0;microempresarial
6989;6989;masculino;comercio;comidas rapidas;andalucia;2;2.0;27/02/2019;8000000.0;microempresarial
6990;6990;femenino;comercio;tienda;santo domingo savio ;2;1.0;15/11/2017;7300000.0;microempresarial
6991;6991;masculino;comercio;tienda;el socorro;1;13.0;7/11/2018;7500000.0;microempresarial
6992;6992;masculino;comercio;tienda;villa niza;2;2.0;27/04/2018;4000000.0;microempresarial
6993;6993;femenino;servicio;peluqueria;robledo;2;7.0;12/07/2017;7300000.0;microempresarial
6994;6994;femenino;servicio;papeleria;granizal;2;1.0;10/07/2018;7000000.0;microempresarial
6995;6995;masculino;comercio;almacen de ropa en;doce de octubre no.1;1;6.0;19/01/2017;6000000.0;microempresarial
6997;6997;femenino;comercio;comidas rapidas;moravia;2;4.0;2/05/2018;2000000.0;microempresarial
6998;6998;masculino;comercio;tienda;villa hermosa;3;8.0;19/09/2017;7370000.0;microempresarial
6999;6999;femenino;comercio;variedades;cabecera san cristobal;2;60.0;16/03/2017;7377000.0;microempresarial
7000;7000;femenino;comercio;comidas rapidas;san javier no.1;1;13.0;8/05/2018;2500000.0;microempresarial
7001;7001;femenino;comercio;almacen de ropa en;robledo;3;7.0;23/08/2017;7300000.0;microempresarial
7002;7002;femenino;comercio;comidas rapidas;moravia;3;4.0;5/09/2018;5000000.0;microempresarial
7003;7003;femenino;comercio;productos de belleza;playon de los ;2;2.0;6/07/2018;5000000.0;microempresarial
7004;7004;femenino;comercio;variedades;barrio caicedo;2;9.0;8/08/2018;7800000.0;microempresarial
7005;7005;masculino;industria;fabrica de;robledo;3;7.0;7/12/2016;5000000.0;microempresarial
7006;7006;femenino;comercio;comidas rapidas;picacho;1;6.0;29/08/2017;7000000.0;microempresarial
7007;7007;femenino;comercio;tienda;popular;2;1.0;7/04/2017;3000000.0;microempresarial
7008;7008;masculino;servicio;restaurante;cabecera san cristobal;2;60.0;30/05/2018;6000000.0;microempresarial
7009;7009;masculino;comercio;almacen de ropa en;barrio caicedo;1;9.0;25/07/2018;5200000.0;microempresarial
7010;7010;femenino;comercio;comidas rapidas;aranjuez;3;4.0;24/11/2017;5000000.0;microempresarial
7011;7011;femenino;comercio;legumbreria;villatina;2;8.0;4/10/2017;3000000.0;microempresarial
7012;7012;femenino;industria;fabrica de helados;aranjuez;3;4.0;22/02/2017;7377000.0;microempresarial
7013;7013;masculino;servicio;variedades;belen;3;16.0;28/05/2018;5000000.0;microempresarial
7014;7014;femenino;industria;fabrica de arepas;picachito;1;6.0;7/02/2018;4000000.0;microempresarial
7015;7015;masculino;industria;fabrica de;manrique oriental;2;3.0;28/05/2018;7000000.0;microempresarial
7016;7016;femenino;comercio;tienda;cabecera san cristobal;2;60.0;22/09/2016;6890000.0;microempresarial
7017;7017;femenino;servicio;mensajeria;francisco antonio zea;3;5.0;11/10/2018;6000000.0;microempresarial
7018;7018;femenino;comercio;comidas rapidas;belen;2;16.0;24/01/2018;7812000.0;microempresarial
7019;7019;femenino;industria;comidas rapidas;barrio caicedo;1;9.0;27/06/2018;7500000.0;microempresarial
7020;7020;femenino;industria;fabrica de;robledo;2;7.0;13/07/2018;2000000.0;microempresarial
7021;7021;femenino;comercio;tienda naturista;santo domingo savio ;2;1.0;5/09/2017;7000000.0;microempresarial
7022;7022;masculino;servicio;lavanderia;popular;2;1.0;12/05/2016;5000000.0;microempresarial
7023;7023;femenino;comercio;variedades;las palmas;3;10.0;18/12/2018;7000000.0;microempresarial
7024;7024;femenino;servicio;comidas rapidas;robledo;2;7.0;21/02/2018;1500000.0;microempresarial
7025;7025;femenino;comercio;almacen de ropa en;santa elena central;1;90.0;27/06/2016;1000000.0;microempresarial
7026;7026;femenino;comercio;tienda;barrio caicedo;2;9.0;15/09/2016;6890000.0;microempresarial
7027;7027;masculino;comercio;variedades;loreto;2;9.0;18/01/2019;5000000.0;microempresarial
7028;7028;masculino;comercio;variedades;guayabal;3;15.0;5/03/2018;782000.0;microempresarial
7029;7029;femenino;comercio;cafeteria;popular;2;1.0;1/11/2018;2300000.0;microempresarial
7030;7030;femenino;comercio;restaurante;belen;2;16.0;23/05/2018;5000000.0;microempresarial
7031;7031;femenino;servicio;panaderia;buenos aires;2;9.0;9/06/2017;3000000.0;microempresarial
7033;7033;femenino;industria;fabrica de;popular;1;1.0;18/07/2017;7377000.0;microempresarial
7034;7034;masculino;comercio;cafe e internet;doce de octubre no.1;2;6.0;22/03/2017;2000000.0;microempresarial
7035;7035;femenino;comercio;variedades;moscu no. 2;2;1.0;15/01/2019;8000000.0;microempresarial
7036;7036;masculino;comercio;fabrica de alimentos;la milagrosa;2;9.0;19/11/2018;5000000.0;microempresarial
7037;7037;femenino;industria;fabrica de;enciso;2;8.0;4/07/2018;7000000.0;microempresarial
7038;7038;femenino;comercio;variedades;cabecera san cristobal;2;2.0;28/12/2018;1500000.0;microempresarial
7039;7039;masculino;industria;fabrica de;andalucia;2;2.0;23/05/2018;7800000.0;microempresarial
7040;7040;femenino;comercio;variedades;santander;2;6.0;31/01/2017;6000000.0;microempresarial
7041;7041;femenino;comercio;comidas rapidas;castilla;2;5.0;23/05/2016;6890000.0;microempresarial
7042;7042;femenino;servicio;productos de belleza;buenos aires;2;9.0;3/08/2017;7360000.0;microempresarial
7044;7044;femenino;industria;fabrica de;manrique central no. 2;2;3.0;7/12/2016;6890000.0;microempresarial
7045;7045;femenino;industria;fabrica de;carpinelo;1;1.0;12/10/2016;6000000.0;microempresarial
7046;7046;femenino;comercio;legumbreria;francisco antonio zea;3;5.0;29/04/2019;8000000.0;microempresarial
7047;7047;femenino;industria;fabrica de;barrio caicedo;2;9.0;21/09/2016;5000000.0;microempresarial
7048;7048;femenino;comercio;restaurante;santa cruz;2;2.0;23/12/2016;6800000.0;microempresarial
7049;7049;femenino;comercio;fabrica de;centro admtivo;3;10.0;21/06/2017;7377000.0;microempresarial
7050;7050;masculino;comercio;miscelanea;cabecera san antonio ;2;80.0;3/06/2016;6890000.0;microempresarial
7052;7052;masculino;comercio;legumbreria;la floresta;3;12.0;22/05/2018;3000000.0;microempresarial
7053;7053;femenino;comercio;ferreteria;manrique oriental;1;3.0;24/10/2017;7377000.0;microempresarial
7054;7054;femenino;industria;fabrica de;santo domingo savio ;1;1.0;1/11/2016;4000000.0;microempresarial
7055;7055;femenino;comercio;variedades;la francia;2;2.0;11/08/2017;7377000.0;microempresarial
7057;7057;femenino;industria;fabrica de productos;moravia;2;4.0;21/04/2017;7000000.0;microempresarial
7058;7058;femenino;comercio;almacen de ropa en;manrique oriental;3;3.0;24/01/2017;2000000.0;microempresarial
7060;7060;femenino;industria;variedades;calasanz;1;12.0;15/06/2018;6800000.0;microempresarial
7062;7062;masculino;comercio;distribuidora de;moravia;2;4.0;16/05/2018;7800000.0;microempresarial
7063;7063;masculino;industria;fabrica de;aranjuez;2;4.0;26/05/2016;6500000.0;microempresarial
7065;7065;femenino;comercio;variedades;la milagrosa;2;9.0;18/05/2017;7377000.0;microempresarial
7066;7066;femenino;comercio;tienda;manrique central no. 1;2;4.0;6/12/2018;1000000.0;microempresarial
7067;7067;femenino;comercio;cafeteria;santo domingo savio ;2;1.0;6/02/2018;7800000.0;microempresarial
7069;7069;masculino;comercio;comidas rapidas;santa rosa de lima;2;13.0;5/02/2018;7800000.0;microempresarial
7070;7070;masculino;industria;fotografia;playon de los ;2;2.0;15/07/2016;6500000.0;microempresarial
7071;7071;masculino;servicio;gimnasio;popular;1;1.0;16/02/2018;5000000.0;microempresarial
7073;7073;masculino;servicio;fabrica de alimentos;cabecera san cristobal;2;60.0;22/02/2017;14700000.0;microempresarial
7074;7074;femenino;comercio;restaurante;buenos aires;3;9.0;20/02/2017;7377000.0;microempresarial
7075;7075;masculino;comercio;variedades;robledo;3;7.0;2/05/2017;7000000.0;microempresarial
7076;7076;masculino;comercio;restaurante;la floresta;3;12.0;3/10/2017;7300000.0;microempresarial
7077;7077;masculino;industria;fabrica de;robledo;2;7.0;2/05/2016;6890000.0;microempresarial
7078;7078;femenino;industria;fabrica de calzado;santo domingo savio ;1;1.0;7/04/2016;5000000.0;microempresarial
7079;7079;femenino;comercio;tienda;calasanz;1;12.0;24/10/2017;7000000.0;microempresarial
7080;7080;femenino;industria;fabrica de;belen;2;16.0;28/07/2017;5000000.0;microempresarial
7082;7082;femenino;comercio;variedades;cabecera san cristobal;1;60.0;11/06/2019;4500000.0;microempresarial
7083;7083;masculino;servicio;mantenimiento en;castilla;2;5.0;12/09/2016;6894000.0;microempresarial
7084;7084;femenino;servicio;peluqueria;aranjuez;3;4.0;29/05/2018;1500000.0;microempresarial
7085;7085;femenino;comercio;variedades;villa hermosa;2;8.0;12/04/2018;4000000.0;microempresarial
7086;7086;masculino;servicio;barberia;guayabal;2;15.0;2/06/2017;5000000.0;microempresarial
7087;7087;masculino;industria;fabrica de juegos;san javier no.1;1;13.0;4/03/2016;6000000.0;microempresarial
7088;7088;femenino;industria;fabrica de;belen;2;16.0;6/01/2017;6894000.0;microempresarial
7089;7089;femenino;comercio;variedades;enciso;2;8.0;30/12/2016;4000000.0;microempresarial
7090;7090;femenino;comercio;miscelanea;san javier no.1;1;13.0;21/11/2017;3000000.0;microempresarial
7091;7091;femenino;comercio;mantenimiento en;san german;3;7.0;14/02/2018;6000000.0;microempresarial
7092;7092;masculino;industria;taller de mecanica;cabecera san cristobal;1;60.0;14/08/2017;3000000.0;microempresarial
7093;7093;masculino;comercio;tienda;los angeles;3;10.0;3/10/2018;7000000.0;microempresarial
7094;7094;masculino;comercio;venta de;robledo;3;7.0;5/09/2018;7800000.0;microempresarial
7095;7095;masculino;comercio;montallantas;el salvador;3;9.0;23/05/2018;5000000.0;microempresarial
7096;7096;femenino;agropecuaria;sembrados;santa elena central;2;90.0;15/11/2017;14000000.0;agropecuaria
7097;7097;femenino;comercio;variedades;cabecera san antonio ;2;80.0;11/10/2016;6000000.0;microempresarial
7098;7098;femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;30/08/2018;3500000.0;microempresarial
7099;7099;femenino;comercio;panaderia;castilla;3;5.0;18/10/2017;7000000.0;microempresarial
7100;7100;femenino;industria;fabrica de;robledo;1;7.0;13/12/2016;6000000.0;microempresarial
7101;7101;femenino;industria;fabrica de;boston;3;10.0;29/11/2016;6800000.0;microempresarial
7102;7102;masculino;comercio;panaderia;cabecera san antonio ;2;80.0;18/02/2019;8000000.0;microempresarial
7104;7104;femenino;industria;fabrica de;san javier no.1;2;13.0;1/09/2017;7300000.0;microempresarial
7106;7106;femenino;comercio;variedades;cabecera san antonio ;2;80.0;28/12/2018;7800000.0;microempresarial
7107;7107;masculino;comercio;legumbreria;popular;1;1.0;29/05/2019;6000000.0;microempresarial
7108;7108;masculino;comercio;tienda;popular;2;1.0;1/03/2018;7800000.0;microempresarial
7109;7109;femenino;servicio;cafe e internet;florencia;2;5.0;19/11/2018;7800000.0;microempresarial
7111;7111;masculino;industria;fabrica de;toscana;3;5.0;25/07/2018;7800000.0;microempresarial
7112;7112;masculino;servicio;legumbreria;aranjuez;2;4.0;15/11/2017;7377000.0;microempresarial
7113;7113;femenino;industria;fabrica de;robledo;2;7.0;18/10/2018;5000000.0;microempresarial
7114;7114;femenino;servicio;fabrica de;aranjuez;3;16.0;3/04/2019;7500000.0;microempresarial
7115;7115;femenino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;22/05/2018;4000000.0;microempresarial
7116;7116;femenino;comercio;variedades;toscana;2;5.0;17/04/2017;7377000.0;microempresarial
7118;7118;masculino;industria;fabrica de;moravia;1;4.0;4/05/2018;2500000.0;microempresarial
7119;7119;femenino;servicio;panaderia;popular;2;1.0;20/02/2018;7300000.0;microempresarial
7120;7120;femenino;industria;fabrica de;cabecera san cristobal;2;60.0;9/03/2018;4000000.0;microempresarial
